51304411009,ddg,231,54
51304424094,baa,288,180
51304431864,gff,184,163
51304434542,aaf,71,191
51304438959,bcc,184,191
51304478144,ebc,144,63
51304480207,dfg,102,18
51304498935,bbg,72,56
51304522216,dfe,252,117
51304582820,ecd,38,242
51304619686,feg,284,135
51304627457,bce,155,300
51304631148,dce,158,303
51304643051,gfd,272,267
51304677109,edg,231,45
51304678497,fgf,145,101
51304704251,cge,145,267
51304775484,fag,172,232
51304799768,bgf,52,54
51304856652,aae,279,95
51304875975,bfg,282,34
51304879501,efg,152,247
51304884283,dgg,196,171
51304884723,cae,31,97
51304893924,cbb,154,228
51304899214,abg,120,77
51304937162,afd,280,184
51304966276,cda,77,289
51304981508,cgb,119,133
51304996358,edf,139,67
51305021885,eec,149,283
51305024110,fdc,257,213
51305035586,gee,27,247
51305066379,agb,296,163
51305069766,gde,223,241
51305081394,caf,297,169
51305081527,ceb,44,168
51305087836,dff,281,7
51305199392,faf,150,237
51305205404,dea,232,33
51305232164,dab,91,216
51305242703,bgc,93,56
51305242769,fcc,172,178
51305262400,adc,46,200
51305267780,aab,227,63
51305277657,dgf,281,163
51305286998,fee,18,12
51305311077,efc,109,234
51305364794,afd,80,160
51305382691,cef,76,126
51305414173,fgd,220,274
51305439681,dba,198,128
51305453356,efg,265,251
51305465955,gge,63,198
51305523205,ede,63,272
51305530001,ege,273,134
51305537307,gaa,66,26
51305540449,egb,234,216
51305561781,eee,16,226
51305569215,fcg,216,54
51305592361,bea,298,183
51305602690,ddf,123,195
51305608188,acc,187,254
51305619634,aee,39,38
51305626627,add,102,151
51305632528,gbg,211,154
51305680142,cdg,186,271
51305681800,dga,237,161
51305693204,dgc,279,250
51305693372,cfb,127,150
51305696320,bdf,77,30
51305708008,deb,60,230
51305715533,cbc,108,252
51305743146,dfc,256,54
51305771689,geg,268,61
51305789940,caa,112,124
51305797830,bce,18,303
51305798079,adf,23,104
51305798425,faf,209,206
51305830109,gfa,224,286
51305850615,gcd,120,126
51305873856,bgc,271,52
51305876050,fdg,81,55
51305893445,faf,97,187
51305895266,ecf,155,158
51305899380,egg,50,291
51305903746,ccf,273,142
51305911478,cbf,43,157
51305925986,fce,38,299
51305933058,aeg,289,248
51305994404,bgb,137,136
51306016344,eba,88,104
51306034928,dca,163,184
51306069235,gea,163,34
51306078807,dad,60,91
51306083007,ceg,46,200
51306092804,aeb,50,291
51306107935,bga,171,275
51306113762,fdf,272,171
51306119186,gee,43,291
51306127985,gfa,155,288
51306169706,abb,202,182
51306235440,fgb,275,208
51306252583,cfe,273,221
51306257235,bba,214,160
51306264922,cfc,181,58
51306285053,dfb,276,150
51306285694,eff,56,212
51306299260,dff,137,5
51306310386,gcb,58,228
51306312139,fce,200,278
51306320206,baf,108,76
51306331707,def,83,154
51306402677,agg,128,230
51306429982,bca,169,81
51306478617,cgd,72,288
51306482649,fcg,246,48
51306487497,gag,90,186
51306491673,gaf,141,54
51306493301,edd,40,229
51306511418,feb,5,225
51306522252,ggg,88,317
51306566339,gec,286,18
51306574715,ggc,201,19
51306590940,abg,40,63
51306592596,agb,160,176
51306612410,ebf,155,24
51306632964,dcb,228,234
51306641301,geb,182,90
51306651086,gde,82,272
51306666657,eea,46,90
51306682246,ccc,199,68
51306702466,aeg,297,262
51306709693,bga,156,299
51306736575,eaf,219,215
51306736897,ada,188,285
51306744897,gdb,185,278
51306748443,cdc,196,21
51306761314,fae,287,11
51306771398,cga,17,99
51306776110,gcf,25,144
51306816194,cad,129,129
51306818015,eag,93,134
51306829317,fbg,75,267
51306842597,ecg,166,117
51306851097,bbb,144,271
51306859199,dec,109,202
51306869144,ebe,254,170
51306871696,bac,7,45
51306888642,dcg,291,25
51306891760,gfg,235,27
51306912193,dae,211,43
51306928114,cba,234,245
51306940956,dag,299,127
51306947642,bfe,227,248
51306954545,dec,94,161
51306961032,cea,66,154
51306963298,gce,171,80
51306963823,cfc,160,60
51306976958,fad,299,113
51306984640,fge,275,168
51306987969,fcd,61,38
51307009358,fbc,105,74
51307030517,dcf,43,172
51307075585,aec,151,277
51307081401,bad,132,102
51307083931,fcf,262,325
51307103832,aae,116,99
51307137165,gff,291,182
51307142341,dac,168,44
51307163601,cbd,28,53
51307166107,bgf,247,54
51307204690,bcd,113,119
51307237136,gbf,103,130
51307259594,faf,97,177
51307263553,fff,176,172
51307297748,gab,263,139
51307301493,cba,40,208
51307312965,aeb,253,296
51307337293,edf,10,56
51307370912,eae,82,79
51307401710,eaa,219,220
51307402452,bdg,271,229
51307464032,dgd,181,77
51307470780,fec,148,191
51307483194,gac,141,166
51307486397,ebd,145,288
51307503424,gec,120,16
51307505536,afb,264,268
51307521104,gdc,222,278
51307524280,aac,164,157
51307532209,afc,192,246
51307555954,cbg,182,77
51307581920,cce,177,266
51307582712,abg,247,70
51307604313,cff,46,230
51307613099,egc,68,64
51307624339,eca,237,159
51307642110,fde,81,63
51307648294,afe,74,116
51307682851,bca,186,66
51307686579,ded,214,36
51307691695,fbg,50,293
51307693398,fab,122,172
51307706091,gef,248,287
51307706941,eda,163,112
51307720818,bda,225,94
51307734123,dfa,139,212
51307740564,eff,28,199
51307742610,cda,254,248
51307760745,gcg,27,135
51307778634,fea,235,63
51307779915,dba,189,122
51307781529,eaa,83,255
51307782175,dcc,62,189
51307794464,fcd,291,34
51307799518,gad,32,142
51307811780,abf,202,146
51307855698,fee,2,10
51307864659,gga,111,260
51307876256,aca,169,28
51307880935,ggd,78,247
51307901683,cfd,59,191
51307901852,deb,120,209
51307914339,cdd,257,138
51307917109,eda,97,117
51307924214,bgb,232,119
51307955813,cbf,148,133
51307957783,bdb,193,144
51307964276,dbg,32,236
51307975081,eed,277,74
51307988081,gbb,33,108
51307991361,dbb,125,195
51307993551,ccb,283,273
51307998799,bae,63,155
51308017389,aff,125,230
51308028822,fgc,170,102
51308029490,bbe,264,292
51308032741,bfc,134,32
51308033647,caa,83,122
51308051376,bce,236,339
51308062843,cfa,97,12
51308096656,bde,80,294
51308101447,eee,22,219
51308124571,bec,8,218
51308135157,bgg,58,7
51308167535,adg,18,151
51308184638,acg,147,136
51308194794,efd,47,179
51308200655,gdf,185,189
51308216644,bba,247,185
51308218164,acb,273,173
51308220793,ggb,50,5
51308222503,cdf,25,220
51308229414,eca,231,133
51308241090,gfc,254,257
51308241196,fbb,254,185
51308265065,ddb,257,157
51308267755,fad,194,91
51308291707,aaf,231,194
51308298031,eac,148,226
51308304723,cee,152,123
51308312704,acd,28,21
51308340850,cgc,70,69
51308351631,edb,93,154
51308382193,efa,208,245
51308410107,ffc,114,192
51308419527,ffe,146,51
51308426939,eab,96,205
51308427533,agc,200,34
51308483268,gfe,174,50
51308510421,bea,55,195
51308528983,cef,11,128
51308541938,dbe,52,79
51308552190,gba,80,154
51308589726,fga,200,93
51308623260,bdd,296,142
51308627074,ebb,138,100
51308658740,ced,205,172
51308700219,fac,83,286
51308711856,gca,248,239
51308724006,gad,221,143
51308724212,aaa,156,92
51308737207,egg,61,282
51308779788,ddc,298,50
51308796690,gbc,72,68
51308804885,fbf,24,133
51308807143,def,17,147
51308827010,cdf,140,248
51308832700,eag,80,107
51308834520,gfb,233,67
51308839857,aag,45,188
51308840751,dff,145,5
51308845567,baa,87,187
51308852465,ffd,67,50
51308888332,aba,181,20
51308933957,fgf,7,119
51308945477,cgf,19,36
51308949218,ffa,108,118
51308951086,bag,232,131
51308955188,dde,242,282
51308955410,fbd,255,269
51308967208,cca,123,144
51308979297,ecb,140,198
51308979391,eeg,56,269
51308986571,bab,194,142
51309024804,dda,85,281
51309029618,deg,139,180
51309042264,gab,198,159
51309052712,afd,244,161
51309058878,dce,20,296
51309069961,aac,192,135
51309073441,cae,266,107
51309088716,beg,290,161
51309096927,ede,31,233
51309113709,ddd,189,256
51309126289,bdc,191,201
51309130758,efg,138,230
51309140758,dgb,72,229
51309144111,acf,175,225
51309147202,gfc,208,226
51309153047,gfb,200,74
51309161495,cdb,14,215
51309188758,gbe,126,272
51309195635,gaa,88,24
51309203388,cec,54,183
51309203914,ebg,33,95
51309245775,fda,154,154
51309263718,abc,118,43
51309264304,dgc,70,292
51309288352,fgc,241,109
51309289835,aed,115,190
51309291817,cfe,216,258
51309318665,bef,171,118
51309330768,dcb,81,238
51309332227,aba,40,22
51309374391,bge,56,97
51309377187,eaf,106,223
51309381052,gce,84,84
51309392022,aef,37,237
51309409733,gae,293,112
51309414209,dfc,129,61
51309419461,fef,186,16
51309422951,gcc,49,246
51309426759,ebe,201,181
51309481104,fdb,130,120
51309500190,fca,235,171
51309523375,bbc,96,146
51309531161,gea,78,29
51309541844,cab,210,202
51309545967,fcd,200,31
51309556964,bgd,16,215
51309595376,gcf,24,165
51309629335,gga,29,236
51309652227,abe,97,49
51309666494,cca,4,141
51309675622,bbf,21,184
51309681660,egd,100,62
51309682913,agd,186,268
51309689461,bfd,216,185
51309695567,ega,48,273
51309701579,egb,75,213
51309711521,dca,269,198
51309729860,bec,289,215
51309754469,fee,90,8
51309772878,dbc,217,47
51309780029,bca,119,63
51309781279,ged,88,312
51309786616,eef,15,275
51309788752,bfa,249,132
51309788753,aea,166,180
51309795865,ecc,289,130
51309809298,fba,104,215
51309824101,dge,40,193
51309838250,fgg,148,298
51309838701,ede,257,274
51309842503,afg,238,137
51309865801,ffc,159,199
51309894260,efe,55,106
51309925380,ace,74,295
51309937960,bec,131,232
51309946840,efb,170,47
51309953493,ffg,3,104
51309960722,fcb,166,182
51309987676,bde,195,235
51309992364,fea,51,59
51310020719,ecf,106,132
51310025029,ccc,187,69
51310037781,cbg,293,64
51310065042,acb,39,147
51310069246,dag,289,134
51310069995,ffc,251,210
51310089148,cca,131,167
51310095641,ead,218,119
51310120880,fac,19,234
51310132020,gbd,280,294
51310175686,aea,239,206
51310186002,ggf,97,284
51310218720,ddg,120,57
51310223198,cbe,10,14
51310241795,gfc,37,226
51310253811,bdb,106,162
51310259375,gec,158,18
51310286313,cge,14,218
51310304368,beg,98,133
51310308290,efd,251,195
51310366986,dfe,20,102
51310423477,afc,103,201
51310431313,ddf,79,191
51310436273,egf,123,113
51310445051,cga,166,90
51310502272,ecb,122,205
51310503399,ffa,157,138
51310515100,ccd,181,284
51310518489,dba,211,124
51310537251,bfb,209,128
51310542404,aec,100,318
51310549993,afa,121,85
51310558557,bcb,129,14
51310570128,aca,120,29
51310603434,faa,73,234
51310604660,age,19,56
51310611971,bcf,67,195
51310655483,aaa,265,87
51310655759,eba,224,116
51310723547,dad,127,94
51310730229,abc,52,36
51310740671,gba,157,138
51310748541,aag,105,212
51310766943,aaa,176,101
51310798378,bga,142,319
51310826737,gdd,33,116
51310835541,fdf,297,140
51310840288,fbf,108,109
51310841750,dfb,74,163
51310843221,gcf,41,174
51310846148,gfd,205,304
51310872249,dae,241,39
51310879496,dgg,260,164
51310891983,bfd,29,210
51310900379,fbd,209,260
51310914546,dce,229,239
51310965122,cga,223,99
51310968310,ade,89,36
51310979969,bde,155,249
51310982499,ggg,287,358
51310999596,bgc,156,46
51311000599,baa,252,172
51311014611,dbd,168,29
51311016591,ebe,70,179
51311020555,bgc,80,52
51311027922,cfc,56,56
51311029617,dgf,100,187
51311064477,efd,243,200
51311091182,fcg,140,54
51311103464,dcd,166,76
51311166276,efc,14,187
51311170487,ffb,28,92
51311188421,agf,83,224
51311189955,eef,62,288
51311196188,ece,122,156
51311232585,ffb,75,81
51311250007,bee,86,177
51311259116,dba,217,109
51311277137,cfb,297,138
51311280442,bdd,40,146
51311284677,eea,184,78
51311285413,dec,61,173
51311294800,agc,128,40
51311299392,cdc,232,16
51311306889,ffe,135,42
51311313620,agb,91,177
51311314766,dfg,132,19
51311317560,age,131,58
51311335868,bfg,272,38
51311336432,bag,158,137
51311342793,gaf,32,51
51311344665,aed,170,212
51311359043,ggc,61,19
51311361172,ddd,202,250
51311397149,gec,224,18
51311442925,dda,72,224
51311461583,ebb,139,119
51311476484,aga,6,155
51311494161,bdg,291,212
51311504053,bag,149,137
51311532472,faa,253,250
51311538022,dda,44,244
51311538266,bgg,283,7
51311549280,ffd,26,49
51311559992,dbf,157,132
51311570929,fca,108,165
51311582096,cac,72,158
51311598616,gge,120,164
51311615830,caa,250,113
51311616699,ecd,97,280
51311642605,ddg,277,51
51311651723,abb,53,183
51311665980,aec,205,327
51311667400,bee,164,180
51311684029,add,8,132
51311689480,daf,121,249
51311695416,ebd,45,247
51311700975,ggd,213,261
51311702858,eac,18,235
51311730126,fba,128,206
51311737836,def,113,135
51311751418,gda,214,213
51311761814,cde,59,222
51311793454,daa,113,236
51311807861,bgb,130,105
51311812749,dfb,194,141
51311818332,eec,247,325
51311833074,cfg,107,28
51311878687,bcg,204,169
51311883014,dfb,225,114
51311895621,dbe,217,68
51311897381,bbd,278,221
51311897946,bab,258,168
51311921705,efd,201,210
51311969341,aad,11,167
51311980689,efg,185,262
51311992911,ceb,134,139
51312009448,cbd,31,63
51312028768,dag,167,159
51312032072,bed,115,348
51312048449,feb,243,204
51312053359,eeb,37,107
51312076180,cfe,220,206
51312076302,dea,127,31
51312077550,bdf,19,35
51312113963,fdg,279,48
51312129787,fbe,153,7
51312133841,edc,115,157
51312167962,abd,103,274
51312172362,cfd,14,154
51312183896,fae,221,8
51312234865,gfe,268,47
51312236146,egb,142,242
51312248470,add,207,106
51312275218,cge,245,189
51312284254,fgb,87,243
51312335554,gcd,289,107
51312345802,geb,177,81
51312381872,fbc,155,71
51312387482,cag,210,104
51312418314,cgg,82,270
51312419857,edg,298,48
51312426055,fde,124,59
51312431269,ded,69,40
51312444312,gdg,34,143
51312448388,cbb,237,230
51312483921,bba,10,205
51312567868,bea,71,195
51312582778,ace,69,336
51312606399,aab,137,51
51312618085,fgd,182,295
51312622257,dfe,7,116
51312638385,bef,151,114
51312666977,aaf,244,159
51312675142,gaf,248,48
51312707608,dca,183,158
51312715543,cad,94,126
51312719768,bdd,288,169
51312728880,dfd,153,178
51312742219,cba,141,212
51312774017,gcg,241,151
51312787265,ceg,64,166
51312791349,fdc,4,187
51312840544,fdd,200,236
51312859088,eea,271,92
51312859915,egb,25,215
51312881314,cff,174,232
51312882894,ceb,229,162
51312893677,gde,36,244
51312920978,gea,289,23
51312937037,beb,115,187
51312937310,geg,266,52
51312973055,efd,258,224
51312979038,dbb,78,185
51312982980,cae,3,108
51312984216,cde,6,230
51312988438,ddb,23,155
51312992189,dbe,2,63
51313001546,gef,179,278
51313019178,fab,56,172
51313028226,bff,119,148
51313031512,fcc,99,194
51313055476,ccd,148,289
51313058975,abg,151,70
51313124671,dga,52,151
51313137521,cdf,113,198
51313143592,fag,223,229
51313153855,baf,219,76
51313160062,eae,2,71
51313230985,fef,30,13
51313270899,geg,209,50
51313279761,gdc,228,325
51313321628,aeg,65,246
51313323825,dac,281,42
51313350030,gbd,1,241
51313351907,abd,275,274
51313358092,ebf,41,19
51313363358,afa,82,69
51313392441,faf,158,203
51313399866,abf,173,143
51313401379,aaa,291,111
51313416404,edd,177,254
51313424604,gag,211,178
51313439187,cgd,243,322
51313449934,bff,190,156
51313456202,bcc,197,183
51313470994,ecg,102,131
51313491148,aef,22,203
51313494269,fgd,226,312
51313506745,gge,209,180
51313513382,gfg,26,29
51313536800,ebg,198,100
51313588715,egg,258,279
51313593099,fed,55,27
51313609477,dab,90,179
51313620262,fbe,239,7
51313634054,faa,34,260
51313642235,bef,191,102
51313667780,faf,161,162
51313668846,fbg,280,290
51313689908,ddd,255,205
51313693109,fdf,172,120
51313694639,dbf,171,155
51313701998,gdf,93,221
51313743077,cdg,252,241
51313746726,aab,202,46
51313772306,abc,275,34
51313830249,afb,128,259
51313833535,ded,261,38
51313867829,gcb,221,193
51313879246,fcc,179,166
51313902101,acc,192,228
51313903021,aaa,183,126
51313904212,fae,183,7
51313910346,dae,128,38
51313916420,bgd,279,245
51313926661,bfe,249,265
51313933276,eec,58,276
51313937547,dgd,34,73
51313944606,dee,216,209
51313947566,bdb,48,166
51313955601,ceg,232,156
51313968774,adb,25,93
51313992228,bbg,49,63
51314011719,gge,247,201
51314032156,acg,80,125
51314036631,bgc,12,60
51314052249,ddg,262,43
51314066312,gag,88,190
51314069558,eed,80,59
51314078825,fbe,69,7
51314082876,deb,25,192
51314086144,ccg,177,142
51314109026,gbf,88,135
51314119923,ead,266,141
51314122941,cbc,212,231
51314187143,eeg,227,215
51314201684,ccb,82,248
51314207023,ega,32,270
51314220247,gfc,289,241
51314226078,cge,271,217
51314227999,eaa,11,209
51314242138,feg,214,144
51314280870,fge,3,184
51314305315,abg,117,78
51314342738,aee,173,37
51314344011,gbb,140,89
51314365480,ebc,146,58
51314369497,ddb,174,173
51314373513,gac,153,151
51314375973,gfg,23,29
51314383342,cdc,239,14
51314420461,dcb,64,218
51314426882,dcc,63,221
51314456739,dad,129,110
51314462924,efc,225,200
51314488145,eef,232,339
51314570318,bae,67,168
51314596504,aac,251,143
51314596888,caf,282,143
51314598886,adg,109,135
51314601040,bce,27,291
51314624236,cge,193,219
51314636892,bbe,17,254
51314641818,gee,281,282
51314674190,cgb,60,113
51314697876,cag,298,102
51314747197,cab,194,163
51314758050,cgg,95,275
51314763220,cea,225,170
51314768878,fbc,261,68
51314770309,agf,29,244
51314773259,ced,145,156
51314776158,gdb,259,286
51314790774,bbg,242,70
51314817931,gdb,119,237
51314822803,eaa,165,219
51314881962,ggf,265,312
51314890708,ebb,92,133
51314914160,ebd,153,264
51314958318,aae,65,95
51315031303,acf,94,263
51315041325,fga,31,81
51315046811,gbg,253,161
51315056951,agd,6,235
51315070654,bca,23,51
51315145128,fbf,88,87
51315145257,fgf,145,117
51315155363,def,282,130
51315156288,ccb,269,252
51315157083,bea,189,208
51315168909,gbf,57,155
51315169924,adc,27,238
51315200037,gff,50,152
51315214588,egf,196,123
51315254013,bac,56,50
51315258941,dcf,42,154
51315260510,dec,179,186
51315267682,aeb,104,251
51315279092,gbd,296,200
51315279343,cga,181,96
51315283389,ecc,57,104
51315301751,fge,192,195
51315314453,eae,291,73
51315326480,cce,186,273
51315399347,edf,63,65
51315401789,bdf,137,31
51315416522,efe,58,109
51315448647,aec,63,261
51315452383,ccf,137,115
51315473479,dce,268,231
51315477733,fdg,67,40
51315478489,aag,208,199
51315500829,bad,4,109
51315501346,feg,219,125
51315512220,ege,2,144
51315524516,gda,291,183
51315525095,gfa,173,282
51315541043,ada,174,339
51315585079,fec,282,227
51315597126,adf,8,95
51315599442,gfb,174,65
51315613328,ccd,77,294
51315623840,agg,44,266
51315642600,ccb,118,236
51315645045,dde,86,279
51315653992,afc,30,211
51315688529,ffg,243,123
51315708182,ged,166,283
51315725151,efc,279,229
51315727938,dgd,68,84
51315731489,bdc,285,174
51315751225,dcg,161,20
51315768606,ece,47,171
51315772259,bcd,109,122
51315811607,efc,74,210
51315821345,ggg,175,408
51315842840,eac,251,260
51315852692,dgb,27,272
51315875450,fdd,114,259
51315878052,cgc,240,82
51315887958,eaf,82,258
51315888942,adb,143,110
51315905893,gab,32,135
51315910368,fce,83,330
51315942668,eba,91,110
51315948875,cgf,294,38
51315962242,dag,183,147
51315985577,egc,255,69
51315986116,edc,217,175
51316013110,aba,289,24
51316020210,bbb,286,243
51316021072,fgg,230,324
51316027339,cgc,82,84
51316035834,efe,82,94
51316047105,edc,227,150
51316074603,gae,20,110
51316111749,abg,231,81
51316125908,fbd,113,267
51316135978,bge,263,91
51316139872,fcd,256,27
51316169390,afe,143,106
51316179301,bda,275,102
51316196784,ggg,244,395
51316210530,cbe,91,11
51316215286,gcc,33,265
51316219705,gcd,70,109
51316227979,cfa,83,12
51316241508,cee,134,129
51316266283,fgc,184,125
51316269943,cgd,223,299
51316285598,dae,27,36
51316293442,gaf,42,56
51316297091,ebc,103,46
51316316452,ege,74,151
51316327740,efb,247,44
51316343175,eag,65,88
51316344971,egf,224,123
51316378324,deg,185,171
51316382115,dbb,59,164
51316385400,cde,211,241
51316388982,bfc,274,35
51316391144,cdg,293,272
51316410775,eff,17,216
51316469207,agb,266,169
51316495160,fad,253,98
51316534670,acf,117,268
51316569287,aea,267,238
51316581674,fgb,36,211
51316599868,bga,39,261
51316617223,cgd,116,284
51316629754,efd,181,219
51316644388,acd,108,20
51316654824,dbg,117,276
51316707946,gfc,157,277
51316709654,baa,6,172
51316712888,efd,231,232
51316717293,cff,31,266
51316724765,bgf,276,62
51316729656,fff,223,202
51316737156,cdd,196,150
51316740846,eaa,156,223
51316743737,efa,173,252
51316749143,ged,294,249
51316753842,cfg,164,31
51316754099,gbf,290,176
51316756070,cab,261,176
51316757750,afe,95,121
51316758248,dgc,202,338
51316764801,cec,124,153
51316768052,ace,50,312
51316785995,fee,229,8
51316786220,ebc,106,43
51316829921,egd,214,50
51316835839,dfa,63,178
51316853791,ddc,126,56
51316906938,aba,96,19
51316908130,fcf,32,331
51316930989,gfd,121,334
51316937758,gdf,205,179
51316951529,ggc,9,16
51317004800,fcg,262,54
51317005861,caa,100,119
51317024676,cda,199,205
51317029513,gac,272,167
51317070289,gef,244,250
51317082294,efc,12,239
51317124379,fde,50,63
51317156320,ddf,69,179
51317161020,ddf,65,173
51317202203,cae,148,119
51317208755,bde,134,206
51317217613,cfb,70,150
51317219707,cbf,169,142
51317221505,fcc,103,192
51317222795,aff,213,225
51317225770,fba,30,164
51317235165,ggg,85,327
51317244545,eee,247,194
51317272714,add,52,91
51317290311,dgb,231,291
51317308846,edb,129,146
51317328122,gdd,261,127
51317335572,abe,199,44
51317337062,afd,270,149
51317351849,deb,181,157
51317365514,ceg,38,140
51317368203,bdc,232,168
51317383805,ace,87,283
51317452886,abg,260,91
51317489550,afe,75,136
51317491293,gde,72,212
51317497391,ffa,240,110
51317505233,gac,258,145
51317510820,bbc,159,144
51317521397,ggd,57,289
51317529006,bcf,149,165
51317563493,ffa,84,92
51317594639,geg,253,52
51317600346,dbb,246,134
51317610184,aac,157,148
51317610572,abd,23,219
51317613793,fcb,277,156
51317681912,ggb,57,5
51317686088,gcg,131,152
51317702324,gbe,133,320
51317703885,bag,236,124
51317705388,dfc,26,52
51317740540,ffg,51,109
51317748368,gcb,163,162
51317751981,egb,218,242
51317769968,ege,103,172
51317781096,geg,99,44
51317784727,gad,184,144
51317808696,dcb,238,178
51317821484,dac,20,39
51317848012,fea,166,63
51317862436,acf,74,233
